,seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
4845,5340,2020년 10월 30일 00시,충남,忠南,Chungcheongnam-do,8.0,3.0,488.0,25.25,536.0,40.0,,3.0,2020-10-30 09:32:36.375,
4846,5341,2020년 10월 30일 00시,전북,全北,Jeollabuk-do,,2.0,144.0,9.13,166.0,22.0,1.0,1.0,2020-10-30 09:32:36.376,
4847,5342,2020년 10월 30일 00시,전남,全南,Jeollanam-do,2.0,1.0,174.0,9.92,185.0,9.0,,1.0,2020-10-30 09:32:36.376,
4848,5343,2020년 10월 30일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1513.0,59.61,1587.0,17.0,,,2020-10-30 09:32:36.376,
4849,5344,2020년 10월 30일 00시,경남,庆南,Gyeongsangnam-do,,1.0,299.0,9.37,315.0,16.0,1.0,,2020-10-30 09:32:36.376,
4850,5345,2020년 10월 30일 00시,제주,济州,Jeju,,,59.0,8.80,59.0,,,,2020-10-30 09:32:36.376,
4851,5346,2020년 10월 30일 00시,검역,隔離區,Lazaretto,,4.0,1463.0,-,1741.0,278.0,4.0,,2020-10-30 09:32:36.376,
4852,5347,2020년 10월 31일 00시,합계,合计,Total,464.0,127.0,24311.0,51.13.,26511.0,1736.0,31.0,96.0,2020-10-31 09:41:54.119,
4853,5348,2020년 10월 31일 00시,서울,首尔,Seoul,78.0,52.0,5495.0,61.76,6011.0,438.0,1.0,51.0,2020-10-31 09:41:54.119,
4854,5349,2020년 10월 31일 00시,부산,釜山,Busan,8.0,2.0,504.0,17.35,592.0,80.0,,2.0,2020-10-31 09:41:54.119,
4855,5350,2020년 10월 31일 00시,대구,大邱,Daegu,196.0,9.0,6943.0,294.44,7174.0,35.0,,9.0,2020-10-31 09:41:54.119,
4856,5351,2020년 10월 31일 00시,인천,仁川,Incheon,10.0,3.0,986.0,35.35,1045.0,49.0,,3.0,2020-10-31 09:41:54.119,
4857,5352,2020년 10월 31일 00시,광주,光州,Gwangju,3.0,,500.0,35.08,511.0,8.0,,,2020-10-31 09:41:54.119,
4858,5353,2020년 10월 31일 00시,대전,大田,Daejeon,6.0,,407.0,29.98,442.0,29.0,,,2020-10-31 09:41:54.119,
4859,5354,2020년 10월 31일 00시,울산,蔚山,Ulsan,2.0,,153.0,14.21,163.0,8.0,,,2020-10-31 09:41:54.12,
4860,5355,2020년 10월 31일 00시,세종,世宗,Sejong,,3.0,78.0,23.95,82.0,4.0,,3.0,2020-10-31 09:41:54.12,
4861,5356,2020년 10월 31일 00시,경기,京畿,Gyeonggi-do,89.0,27.0,4688.0,40.78,5403.0,626.0,4.0,23.0,2020-10-31 09:41:54.12,
4862,5357,2020년 10월 31일 00시,강원,江原,Gangwon-do,3.0,,232.0,18.11,279.0,44.0,,,2020-10-31 09:41:54.12,
4863,5358,2020년 10월 31일 00시,충북,忠北,Chungcheongbuk-do,2.0,,175.0,11.82,189.0,12.0,,,2020-10-31 09:41:54.12,
4864,5359,2020년 10월 31일 00시,충남,忠南,Chungcheongnam-do,8.0,5.0,488.0,25.49,541.0,45.0,1.0,4.0,2020-10-31 09:41:54.12,
4865,5360,2020년 10월 31일 00시,전북,全北,Jeollabuk-do,,,149.0,9.13,166.0,17.0,,,2020-10-31 09:41:54.12,
4866,5361,2020년 10월 31일 00시,전남,全南,Jeollanam-do,2.0,,174.0,9.92,185.0,9.0,,,2020-10-31 09:41:54.121,
4867,5362,2020년 10월 31일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1514.0,59.61,1587.0,16.0,,,2020-10-31 09:41:54.121,
4868,5363,2020년 10월 31일 00시,경남,庆南,Gyeongsangnam-do,,1.0,299.0,9.40,316.0,17.0,,1.0,2020-10-31 09:41:54.121,
4869,5364,2020년 10월 31일 00시,제주,济州,Jeju,,,59.0,8.80,59.0,,,,2020-10-31 09:41:54.121,
4870,5365,2020년 10월 31일 00시,검역,隔離區,Lazaretto,,25.0,1467.0,-,1766.0,299.0,25.0,,2020-10-31 09:41:54.121,
4871,5366,2020년 11월 01일 00시,합계,合计,Total,466.0,124.0,24357.0,51.37,26635.0,1812.0,23.0,101.0,2020-11-01 09:42:56.004,
4872,5367,2020년 11월 01일 00시,서울,首尔,Seoul,78.0,45.0,5496.0,62.22,6056.0,482.0,,45.0,2020-11-01 09:42:56.004,
4873,5368,2020년 11월 01일 00시,부산,釜山,Busan,9.0,,516.0,17.35,592.0,67.0,,,2020-11-01 09:42:56.004,
4874,5369,2020년 11월 01일 00시,대구,大邱,Daegu,196.0,2.0,6943.0,294.52,7176.0,37.0,,2.0,2020-11-01 09:42:56.005,
4875,5370,2020년 11월 01일 00시,인천,仁川,Incheon,11.0,4.0,986.0,35.49,1049.0,52.0,4.0,,2020-11-01 09:42:56.005,
4876,5371,2020년 11월 01일 00시,광주,光州,Gwangju,3.0,3.0,500.0,35.29,514.0,11.0,3.0,,2020-11-01 09:42:56.005,
4877,5372,2020년 11월 01일 00시,대전,大田,Daejeon,6.0,,409.0,29.98,442.0,27.0,,,2020-11-01 09:42:56.005,
4878,5373,2020년 11월 01일 00시,울산,蔚山,Ulsan,2.0,,154.0,14.21,163.0,7.0,,,2020-11-01 09:42:56.005,
4879,5374,2020년 11월 01일 00시,세종,世宗,Sejong,,,78.0,23.95,82.0,4.0,,,2020-11-01 09:42:56.005,
4880,5375,2020년 11월 01일 00시,경기,京畿,Gyeonggi-do,89.0,38.0,4712.0,41.06,5441.0,640.0,2.0,36.0,2020-11-01 09:42:56.005,
4881,5376,2020년 11월 01일 00시,강원,江原,Gangwon-do,3.0,3.0,233.0,18.31,282.0,46.0,,3.0,2020-11-01 09:42:56.006,
4882,5377,2020년 11월 01일 00시,충북,忠北,Chungcheongbuk-do,2.0,1.0,175.0,11.88,190.0,13.0,,1.0,2020-11-01 09:42:56.006,
4883,5378,2020년 11월 01일 00시,충남,忠南,Chungcheongnam-do,8.0,9.0,488.0,25.91,550.0,54.0,,9.0,2020-11-01 09:42:56.006,
4884,5379,2020년 11월 01일 00시,전북,全北,Jeollabuk-do,,,149.0,9.13,166.0,17.0,,,2020-11-01 09:42:56.006,
4885,5380,2020년 11월 01일 00시,전남,全南,Jeollanam-do,2.0,3.0,174.0,10.08,188.0,12.0,,3.0,2020-11-01 09:42:56.006,
4886,5381,2020년 11월 01일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1516.0,59.61,1587.0,14.0,,,2020-11-01 09:42:56.006,
4887,5382,2020년 11월 01일 00시,경남,庆南,Gyeongsangnam-do,,2.0,299.0,9.46,318.0,19.0,,2.0,2020-11-01 09:42:56.006,
4888,5383,2020년 11월 01일 00시,제주,济州,Jeju,,,59.0,8.80,59.0,,,,2020-11-01 09:42:56.006,
4889,5384,2020년 11월 01일 00시,검역,隔離區,Lazaretto,,14.0,1470.0,-,1780.0,310.0,14.0,,2020-11-01 09:42:56.007,
4890,5385,2020년 11월 02일 00시,합계,合计,Total,468.0,97.0,24395.0,51.56,26732.0,1869.0,18.0,79.0,2020-11-02 09:36:21.78,
4891,5386,2020년 11월 02일 00시,서울,首尔,Seoul,78.0,25.0,5500.0,62.47,6081.0,503.0,5.0,20.0,2020-11-02 09:36:21.781,
4892,5387,2020년 11월 02일 00시,부산,釜山,Busan,10.0,,518.0,17.35,592.0,64.0,,,2020-11-02 09:36:21.781,
4893,5388,2020년 11월 02일 00시,대구,大邱,Daegu,196.0,3.0,6943.0,294.65,7179.0,40.0,,3.0,2020-11-02 09:36:21.781,
4894,5389,2020년 11월 02일 00시,인천,仁川,Incheon,11.0,2.0,990.0,35.55,1051.0,50.0,,2.0,2020-11-02 09:36:21.781,
4895,5390,2020년 11월 02일 00시,광주,光州,Gwangju,3.0,,500.0,35.29,514.0,11.0,,,2020-11-02 09:36:21.781,
4896,5391,2020년 11월 02일 00시,대전,大田,Daejeon,6.0,,410.0,29.98,442.0,26.0,,,2020-11-02 09:36:21.781,
4897,5392,2020년 11월 02일 00시,울산,蔚山,Ulsan,2.0,1.0,154.0,14.30,164.0,8.0,1.0,,2020-11-02 09:36:21.781,
4898,5393,2020년 11월 02일 00시,세종,世宗,Sejong,,,78.0,23.95,82.0,4.0,,,2020-11-02 09:36:21.782,
4899,5394,2020년 11월 02일 00시,경기,京畿,Gyeonggi-do,90.0,41.0,4736.0,41.37,5482.0,656.0,1.0,40.0,2020-11-02 09:36:21.782,
4900,5395,2020년 11월 02일 00시,강원,江原,Gangwon-do,3.0,1.0,233.0,18.37,283.0,47.0,1.0,,2020-11-02 09:36:21.782,
4901,5396,2020년 11월 02일 00시,충북,忠北,Chungcheongbuk-do,2.0,2.0,175.0,12.00,192.0,15.0,1.0,1.0,2020-11-02 09:36:21.782,
4902,5397,2020년 11월 02일 00시,충남,忠南,Chungcheongnam-do,8.0,11.0,490.0,26.43,561.0,63.0,,11.0,2020-11-02 09:36:21.782,
4903,5398,2020년 11월 02일 00시,전북,全北,Jeollabuk-do,,,149.0,9.13,166.0,17.0,,,2020-11-02 09:36:21.782,
4904,5399,2020년 11월 02일 00시,전남,全南,Jeollanam-do,2.0,2.0,174.0,10.19,190.0,14.0,,2.0,2020-11-02 09:36:21.782,
4905,5400,2020년 11월 02일 00시,경북,庆北,Gyeongsangbuk-do,57.0,1.0,1517.0,59.64,1588.0,14.0,1.0,,2020-11-02 09:36:21.782,
4906,5401,2020년 11월 02일 00시,경남,庆南,Gyeongsangnam-do,,1.0,299.0,9.49,319.0,20.0,1.0,,2020-11-02 09:36:21.782,
4907,5402,2020년 11월 02일 00시,제주,济州,Jeju,,,59.0,8.80,59.0,,,,2020-11-02 09:36:21.783,
4908,5403,2020년 11월 02일 00시,검역,隔離區,Lazaretto,,7.0,1470.0,-,1787.0,317.0,7.0,,2020-11-02 09:36:21.783,
4909,5423,2020년 11월 03일 00시,합계,合计,Total,472.0,75.0,24510.0,51.70,26807.0,1825.0,29.0,46.0,2020-11-03 09:31:59.985,
4910,5424,2020년 11월 03일 00시,서울,首尔,Seoul,78.0,22.0,5545.0,62.70,6103.0,480.0,1.0,21.0,2020-11-03 09:31:59.986,
4911,5425,2020년 11월 03일 00시,부산,釜山,Busan,11.0,1.0,520.0,17.38,593.0,62.0,1.0,,2020-11-03 09:31:59.986,
4912,5426,2020년 11월 03일 00시,대구,大邱,Daegu,196.0,,6944.0,294.65,7179.0,39.0,,,2020-11-03 09:31:59.986,
4913,5427,2020년 11월 03일 00시,인천,仁川,Incheon,11.0,1.0,991.0,35.59,1052.0,50.0,1.0,,2020-11-03 09:31:59.986,
4914,5428,2020년 11월 03일 00시,광주,光州,Gwangju,3.0,2.0,503.0,35.42,516.0,10.0,,2.0,2020-11-03 09:31:59.986,
4915,5429,2020년 11월 03일 00시,대전,大田,Daejeon,6.0,,412.0,29.98,442.0,24.0,,,2020-11-03 09:31:59.986,
4916,5430,2020년 11월 03일 00시,울산,蔚山,Ulsan,2.0,,155.0,14.30,164.0,7.0,,,2020-11-03 09:31:59.986,
4917,5431,2020년 11월 03일 00시,세종,世宗,Sejong,,,78.0,23.95,82.0,4.0,,,2020-11-03 09:31:59.987,
4918,5432,2020년 11월 03일 00시,경기,京畿,Gyeonggi-do,91.0,27.0,4785.0,41.58,5509.0,633.0,12.0,15.0,2020-11-03 09:31:59.987,
4919,5433,2020년 11월 03일 00시,강원,江原,Gangwon-do,3.0,1.0,234.0,18.44,284.0,47.0,,1.0,2020-11-03 09:31:59.987,
4920,5434,2020년 11월 03일 00시,충북,忠北,Chungcheongbuk-do,3.0,1.0,176.0,12.07,193.0,14.0,,1.0,2020-11-03 09:31:59.987,
4921,5435,2020년 11월 03일 00시,충남,忠南,Chungcheongnam-do,8.0,7.0,492.0,26.76,568.0,68.0,1.0,6.0,2020-11-03 09:31:59.987,
4922,5436,2020년 11월 03일 00시,전북,全北,Jeollabuk-do,1.0,,152.0,9.13,166.0,13.0,,,2020-11-03 09:31:59.987,
4923,5437,2020년 11월 03일 00시,전남,全南,Jeollanam-do,2.0,,174.0,10.19,190.0,14.0,,,2020-11-03 09:31:59.987,
4924,5438,2020년 11월 03일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1519.0,59.64,1588.0,12.0,,,2020-11-03 09:31:59.987,
4925,5439,2020년 11월 03일 00시,경남,庆南,Gyeongsangnam-do,,1.0,299.0,9.52,320.0,21.0,1.0,,2020-11-03 09:31:59.987,
4926,5440,2020년 11월 03일 00시,제주,济州,Jeju,,,59.0,8.80,59.0,,,,2020-11-03 09:31:59.988,
4927,5441,2020년 11월 03일 00시,검역,隔離區,Lazaretto,,12.0,1472.0,-,1799.0,327.0,12.0,,2020-11-03 09:31:59.988,
4928,5461,2020년 11월 04일 00시,합계,合计,Total,474.0,118.0,24616.0,51.70,26925.0,1835.0,20.0,98.0,2020-11-04 09:48:46.588,
4929,5462,2020년 11월 04일 00시,서울,首尔,Seoul,78.0,42.0,5572.0,62.70,6145.0,495.0,3.0,39.0,2020-11-04 09:48:46.588,
4930,5463,2020년 11월 04일 00시,부산,釜山,Busan,13.0,1.0,526.0,17.38,594.0,55.0,,1.0,2020-11-04 09:48:46.589,
4931,5464,2020년 11월 04일 00시,대구,大邱,Daegu,196.0,2.0,6948.0,294.65,7181.0,37.0,1.0,1.0,2020-11-04 09:48:46.589,
4932,5465,2020년 11월 04일 00시,인천,仁川,Incheon,11.0,4.0,993.0,35.59,1056.0,52.0,,4.0,2020-11-04 09:48:46.589,
4933,5466,2020년 11월 04일 00시,광주,光州,Gwangju,3.0,,504.0,35.42,516.0,9.0,,,2020-11-04 09:48:46.589,
4934,5467,2020년 11월 04일 00시,대전,大田,Daejeon,6.0,1.0,415.0,29.98,443.0,22.0,,1.0,2020-11-04 09:48:46.589,
4935,5468,2020년 11월 04일 00시,울산,蔚山,Ulsan,2.0,1.0,155.0,14.30,165.0,8.0,1.0,,2020-11-04 09:48:46.59,
4936,5469,2020년 11월 04일 00시,세종,世宗,Sejong,,,78.0,23.95,82.0,4.0,,,2020-11-04 09:48:46.59,
4937,5470,2020년 11월 04일 00시,경기,京畿,Gyeonggi-do,91.0,43.0,4830.0,41.58,5552.0,631.0,2.0,41.0,2020-11-04 09:48:46.59,
4938,5471,2020년 11월 04일 00시,강원,江原,Gangwon-do,3.0,,234.0,18.44,284.0,47.0,,,2020-11-04 09:48:46.59,
4939,5472,2020년 11월 04일 00시,충북,忠北,Chungcheongbuk-do,3.0,,176.0,12.07,193.0,14.0,,,2020-11-04 09:48:46.59,
4940,5473,2020년 11월 04일 00시,충남,忠南,Chungcheongnam-do,8.0,10.0,504.0,26.76,578.0,66.0,,10.0,2020-11-04 09:48:46.59,
4941,5474,2020년 11월 04일 00시,전북,全北,Jeollabuk-do,1.0,,154.0,9.13,166.0,11.0,,,2020-11-04 09:48:46.59,
4942,5475,2020년 11월 04일 00시,전남,全南,Jeollanam-do,2.0,,174.0,10.19,190.0,14.0,,,2020-11-04 09:48:46.59,
4943,5476,2020년 11월 04일 00시,경북,庆北,Gyeongsangbuk-do,57.0,2.0,1519.0,59.64,1590.0,14.0,2.0,,2020-11-04 09:48:46.591,
4944,5477,2020년 11월 04일 00시,경남,庆南,Gyeongsangnam-do,,,300.0,9.52,320.0,20.0,,,2020-11-04 09:48:46.591,
4945,5478,2020년 11월 04일 00시,제주,济州,Jeju,,1.0,59.0,8.80,60.0,1.0,,1.0,2020-11-04 09:48:46.591,
4946,5479,2020년 11월 04일 00시,검역,隔離區,Lazaretto,,11.0,1475.0,-,1810.0,335.0,11.0,,2020-11-04 09:48:46.591,
4947,5480,2020년 11월 05일 00시,합계,合计,Total,475.0,125.0,24735.0,51.70,27050.0,1840.0,17.0,108.0,2020-11-05 09:54:01.514,
4948,5481,2020년 11월 05일 00시,서울,首尔,Seoul,78.0,50.0,5606.0,62.70,6195.0,511.0,4.0,46.0,2020-11-05 09:54:01.514,
4949,5482,2020년 11월 05일 00시,부산,釜山,Busan,13.0,4.0,544.0,17.38,598.0,41.0,1.0,3.0,2020-11-05 09:54:01.514,
4950,5483,2020년 11월 05일 00시,대구,大邱,Daegu,196.0,2.0,6949.0,294.65,7183.0,38.0,,2.0,2020-11-05 09:54:01.515,
4951,5484,2020년 11월 05일 00시,인천,仁川,Incheon,11.0,5.0,998.0,35.59,1061.0,52.0,2.0,3.0,2020-11-05 09:54:01.515,
4952,5485,2020년 11월 05일 00시,광주,光州,Gwangju,3.0,,504.0,35.42,516.0,9.0,,,2020-11-05 09:54:01.515,
4953,5486,2020년 11월 05일 00시,대전,大田,Daejeon,6.0,,416.0,29.98,443.0,21.0,,,2020-11-05 09:54:01.515,
4954,5487,2020년 11월 05일 00시,울산,蔚山,Ulsan,2.0,,156.0,14.30,165.0,7.0,,,2020-11-05 09:54:01.515,
4955,5488,2020년 11월 05일 00시,세종,世宗,Sejong,,,78.0,23.95,82.0,4.0,,,2020-11-05 09:54:01.516,
4956,5489,2020년 11월 05일 00시,경기,京畿,Gyeonggi-do,92.0,27.0,4870.0,41.58,5579.0,617.0,4.0,23.0,2020-11-05 09:54:01.516,
4957,5490,2020년 11월 05일 00시,강원,江原,Gangwon-do,3.0,1.0,241.0,18.44,285.0,41.0,,1.0,2020-11-05 09:54:01.516,
4958,5491,2020년 11월 05일 00시,충북,忠北,Chungcheongbuk-do,3.0,2.0,177.0,12.07,195.0,15.0,,2.0,2020-11-05 09:54:01.516,
4959,5492,2020년 11월 05일 00시,충남,忠南,Chungcheongnam-do,8.0,23.0,510.0,26.76,601.0,83.0,,23.0,2020-11-05 09:54:01.516,
4960,5493,2020년 11월 05일 00시,전북,全北,Jeollabuk-do,1.0,,155.0,9.13,166.0,10.0,,,2020-11-05 09:54:01.516,
4961,5494,2020년 11월 05일 00시,전남,全南,Jeollanam-do,2.0,,174.0,10.19,190.0,14.0,,,2020-11-05 09:54:01.516,
4962,5495,2020년 11월 05일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1520.0,59.64,1590.0,13.0,,,2020-11-05 09:54:01.517,
4963,5496,2020년 11월 05일 00시,경남,庆南,Gyeongsangnam-do,,5.0,301.0,9.52,325.0,24.0,,5.0,2020-11-05 09:54:01.517,
4964,5497,2020년 11월 05일 00시,제주,济州,Jeju,,,59.0,8.80,60.0,1.0,,,2020-11-05 09:54:01.517,
4965,5498,2020년 11월 05일 00시,검역,隔離區,Lazaretto,,6.0,1477.0,-,1816.0,339.0,6.0,,2020-11-05 09:54:01.517,
4966,5499,2020년 11월 06일 00시,합계,合计,Total,476.0,145.0,24821.0,52.45,27195.0,1898.0,28.0,117.0,2020-11-06 09:25:27.879,
4967,5500,2020년 11월 06일 00시,서울,首尔,Seoul,78.0,40.0,5627.0,64.06,6235.0,530.0,2.0,38.0,2020-11-06 09:25:27.879,
4968,5501,2020년 11월 06일 00시,부산,釜山,Busan,13.0,,548.0,17.53,598.0,37.0,,,2020-11-06 09:25:27.879,
4969,5502,2020년 11월 06일 00시,대구,大邱,Daegu,196.0,,6949.0,294.81,7183.0,38.0,,,2020-11-06 09:25:27.88,
4970,5503,2020년 11월 06일 00시,인천,仁川,Incheon,11.0,,1000.0,35.89,1061.0,50.0,,,2020-11-06 09:25:27.88,
4971,5504,2020년 11월 06일 00시,광주,光州,Gwangju,3.0,,504.0,35.42,516.0,9.0,,,2020-11-06 09:25:27.88,
4972,5505,2020년 11월 06일 00시,대전,大田,Daejeon,6.0,,421.0,30.05,443.0,16.0,,,2020-11-06 09:25:27.88,
4973,5506,2020년 11월 06일 00시,울산,蔚山,Ulsan,2.0,,156.0,14.38,165.0,7.0,,,2020-11-06 09:25:27.88,
4974,5507,2020년 11월 06일 00시,세종,世宗,Sejong,,,79.0,23.95,82.0,3.0,,,2020-11-06 09:25:27.88,
4975,5508,2020년 11월 06일 00시,경기,京畿,Gyeonggi-do,93.0,47.0,4908.0,42.46,5626.0,625.0,13.0,34.0,2020-11-06 09:25:27.88,
4976,5509,2020년 11월 06일 00시,강원,江原,Gangwon-do,3.0,7.0,241.0,18.95,292.0,48.0,,7.0,2020-11-06 09:25:27.881,
4977,5510,2020년 11월 06일 00시,충북,忠北,Chungcheongbuk-do,3.0,,178.0,12.19,195.0,14.0,,,2020-11-06 09:25:27.881,
4978,5511,2020년 11월 06일 00시,충남,忠南,Chungcheongnam-do,8.0,25.0,512.0,29.49,626.0,106.0,,25.0,2020-11-06 09:25:27.881,
4979,5512,2020년 11월 06일 00시,전북,全北,Jeollabuk-do,1.0,1.0,155.0,9.19,167.0,11.0,1.0,,2020-11-06 09:25:27.881,
4980,5513,2020년 11월 06일 00시,전남,全南,Jeollanam-do,2.0,,174.0,10.19,190.0,14.0,,,2020-11-06 09:25:27.881,
4981,5514,2020년 11월 06일 00시,경북,庆北,Gyeongsangbuk-do,57.0,1.0,1520.0,59.76,1591.0,14.0,1.0,,2020-11-06 09:25:27.881,
4982,5515,2020년 11월 06일 00시,경남,庆南,Gyeongsangnam-do,,13.0,301.0,10.06,338.0,37.0,,13.0,2020-11-06 09:25:27.881,
4983,5516,2020년 11월 06일 00시,제주,济州,Jeju,,,59.0,8.95,60.0,1.0,,,2020-11-06 09:25:27.882,
4984,5517,2020년 11월 06일 00시,검역,隔離區,Lazaretto,,11.0,1489.0,-,1827.0,338.0,11.0,,2020-11-06 09:25:27.882,
4985,5518,2020년 11월 07일 00시,합계,合计,Total,477.0,89.0,24910.0,52.62,27284.0,1897.0,17.0,72.0,2020-11-07 09:46:06.766,
4986,5519,2020년 11월 07일 00시,서울,首尔,Seoul,78.0,37.0,5639.0,64.44,6272.0,555.0,3.0,34.0,2020-11-07 09:46:06.767,
4987,5520,2020년 11월 07일 00시,부산,釜山,Busan,13.0,2.0,551.0,17.59,600.0,36.0,,2.0,2020-11-07 09:46:06.767,
4988,5521,2020년 11월 07일 00시,대구,大邱,Daegu,196.0,1.0,6949.0,294.85,7184.0,39.0,,1.0,2020-11-07 09:46:06.767,
4989,5522,2020년 11월 07일 00시,인천,仁川,Incheon,11.0,1.0,1002.0,35.93,1062.0,49.0,,1.0,2020-11-07 09:46:06.767,
4990,5523,2020년 11월 07일 00시,광주,光州,Gwangju,3.0,,507.0,35.42,516.0,6.0,,,2020-11-07 09:46:06.767,
4991,5524,2020년 11월 07일 00시,대전,大田,Daejeon,6.0,1.0,422.0,30.12,444.0,16.0,,1.0,2020-11-07 09:46:06.767,
4992,5525,2020년 11월 07일 00시,울산,蔚山,Ulsan,2.0,,156.0,14.38,165.0,7.0,,,2020-11-07 09:46:06.767,
4993,5526,2020년 11월 07일 00시,세종,世宗,Sejong,,,79.0,23.95,82.0,3.0,,,2020-11-07 09:46:06.768,
4994,5527,2020년 11월 07일 00시,경기,京畿,Gyeonggi-do,94.0,21.0,4966.0,42.62,5647.0,587.0,5.0,16.0,2020-11-07 09:46:06.768,
4995,5528,2020년 11월 07일 00시,강원,江原,Gangwon-do,3.0,4.0,242.0,19.21,296.0,51.0,,4.0,2020-11-07 09:46:06.768,
4996,5529,2020년 11월 07일 00시,충북,忠北,Chungcheongbuk-do,3.0,,178.0,12.19,195.0,14.0,,,2020-11-07 09:46:06.768,
4997,5530,2020년 11월 07일 00시,충남,忠南,Chungcheongnam-do,8.0,9.0,515.0,29.92,635.0,112.0,1.0,8.0,2020-11-07 09:46:06.768,
4998,5531,2020년 11월 07일 00시,전북,全北,Jeollabuk-do,1.0,,156.0,9.19,167.0,10.0,,,2020-11-07 09:46:06.768,
4999,5532,2020년 11월 07일 00시,전남,全南,Jeollanam-do,2.0,,175.0,10.19,190.0,13.0,,,2020-11-07 09:46:06.768,
5000,5533,2020년 11월 07일 00시,경북,庆北,Gyeongsangbuk-do,57.0,,1520.0,59.76,1591.0,14.0,,,2020-11-07 09:46:06.768,
5001,5534,2020년 11월 07일 00시,경남,庆南,Gyeongsangnam-do,,5.0,301.0,10.20,343.0,42.0,,5.0,2020-11-07 09:46:06.769,
5002,5535,2020년 11월 07일 00시,제주,济州,Jeju,,,59.0,8.95,60.0,1.0,,,2020-11-07 09:46:06.769,
5003,5536,2020년 11월 07일 00시,검역,隔離區,Lazaretto,,8.0,1493.0,-,1835.0,342.0,8.0,,2020-11-07 09:46:06.769,
5004,5537,2020년 11월 08일 00시,합계,合计,Total,478.0,143.0,24968.0,52.45,27427.0,1981.0,25.0,118.0,2020-11-08 09:35:35.355,
5005,5538,2020년 11월 08일 00시,서울,首尔,Seoul,78.0,54.0,5650.0,64.06,6326.0,598.0,,54.0,2020-11-08 09:35:35.355,
5006,5539,2020년 11월 08일 00시,부산,釜山,Busan,13.0,,554.0,17.53,600.0,33.0,,,2020-11-08 09:35:35.355,
5007,5540,2020년 11월 08일 00시,대구,大邱,Daegu,196.0,7.0,6950.0,294.81,7191.0,45.0,,7.0,2020-11-08 09:35:35.355,
5008,5541,2020년 11월 08일 00시,인천,仁川,Incheon,11.0,3.0,1003.0,35.89,1065.0,51.0,1.0,2.0,2020-11-08 09:35:35.355,
5009,5542,2020년 11월 08일 00시,광주,光州,Gwangju,3.0,2.0,507.0,35.42,518.0,8.0,,2.0,2020-11-08 09:35:35.355,
5010,5543,2020년 11월 08일 00시,대전,大田,Daejeon,6.0,1.0,423.0,30.05,445.0,16.0,,1.0,2020-11-08 09:35:35.355,
5011,5544,2020년 11월 08일 00시,울산,蔚山,Ulsan,2.0,1.0,156.0,14.38,166.0,8.0,1.0,,2020-11-08 09:35:35.355,
5012,5545,2020년 11월 08일 00시,세종,世宗,Sejong,,,79.0,23.95,82.0,3.0,,,2020-11-08 09:35:35.356,
5013,5546,2020년 11월 08일 00시,경기,京畿,Gyeonggi-do,95.0,25.0,5001.0,42.46,5672.0,576.0,2.0,23.0,2020-11-08 09:35:35.356,
5014,5547,2020년 11월 08일 00시,강원,江原,Gangwon-do,3.0,9.0,242.0,18.95,305.0,60.0,,9.0,2020-11-08 09:35:35.356,
5015,5548,2020년 11월 08일 00시,충북,忠北,Chungcheongbuk-do,3.0,2.0,178.0,12.19,197.0,16.0,,2.0,2020-11-08 09:35:35.356,
5016,5549,2020년 11월 08일 00시,충남,忠南,Chungcheongnam-do,8.0,9.0,516.0,29.49,644.0,120.0,1.0,8.0,2020-11-08 09:35:35.356,
5017,5550,2020년 11월 08일 00시,전북,全北,Jeollabuk-do,1.0,,157.0,9.19,167.0,9.0,,,2020-11-08 09:35:35.356,
5018,5551,2020년 11월 08일 00시,전남,全南,Jeollanam-do,2.0,4.0,175.0,10.19,194.0,17.0,1.0,3.0,2020-11-08 09:35:35.356,
5019,5552,2020년 11월 08일 00시,경북,庆北,Gyeongsangbuk-do,57.0,2.0,1522.0,59.76,1593.0,14.0,,2.0,2020-11-08 09:35:35.356,
5020,5553,2020년 11월 08일 00시,경남,庆南,Gyeongsangnam-do,,10.0,301.0,10.06,353.0,52.0,5.0,5.0,2020-11-08 09:35:35.357,
5021,5554,2020년 11월 08일 00시,제주,济州,Jeju,,,59.0,8.95,60.0,1.0,,,2020-11-08 09:35:35.357,
5022,5555,2020년 11월 08일 00시,검역,隔離區,Lazaretto,,14.0,1495.0,-,1849.0,354.0,14.0,,2020-11-08 09:35:35.357,
5023,5556,2020년 11월 09일 00시,합계,合计,Total,480.0,126.0,25029.0,53.14,27553.0,2044.0,27.0,99.0,2020-11-09 09:37:29.91,
5024,5557,2020년 11월 09일 00시,서울,首尔,Seoul,78.0,46.0,5673.0,65.46,6372.0,621.0,7.0,39.0,2020-11-09 09:37:29.91,
5025,5558,2020년 11월 09일 00시,부산,釜山,Busan,14.0,2.0,554.0,17.64,602.0,34.0,2.0,,2020-11-09 09:37:29.911,
